glacier_id,dH,slope,aspect,elevation
CL108130010,15.232178,1.0127503871917725,225.0,139.0
CL108130010,9.797119,0.754894495010376,161.56504821777344,139.0
CL108130010,12.687256,0.9548412561416626,0.0,139.0
CL108130010,10.655273,0.3376147150993347,45.0,139.0
CL108130010,10.833496,0.0,270.0,139.0
CL108130010,9.394043,0.754894495010376,71.56504821777344,140.0
CL108130010,9.608643,0.754894495010376,108.43495178222656,139.0
CL108130010,12.146484,0.4774537682533264,180.0,139.0
CL108130010,1.0163574,0.4774537682533264,90.0,139.0
CL108130010,5.095215,1.067520260810852,63.4349479675293,139.0
CL108130010,8.935547,0.3376147150993347,45.0,138.0
CL108130010,6.2402344,1.2171181440353394,281.3099365234375,139.0
CL108130010,2.5700684,1.067520260810852,243.43495178222656,139.0
CL108130010,1.5766602,1.39176344871521,329.0362548828125,140.0
CL108130010,4.6989746,2.2636361122131348,18.434947967529297,140.0
CL108130010,6.6030273,2.1342999935150146,26.565052032470703,139.0
CL108130010,4.154297,1.0127503871917725,315.0,139.0
CL108130010,2.291748,2.635026454925537,264.8055725097656,139.0
CL108130010,3.4057617,2.1342999935150146,296.5650634765625,141.0
CL108130010,5.9311523,1.6876049041748047,8.130102157592773,141.0
CL108130010,7.428711,2.3619914054870605,45.0,141.0
CL108130010,-0.060546875,1.9091523885726929,270.0,137.0
CL108130010,-7.5759277,3.109632968902588,274.3987121582031,139.0
CL108130010,-5.699463,1.9678637981414795,255.96376037597656,141.0
CL108130010,-2.5507812,1.2171181440353394,168.6900634765625,142.0
CL108130010,1.1760254,2.0527751445770264,125.53768157958984,141.0
CL108130010,7.786377,1.2171181440353394,281.3099365234375,137.0
CL108130010,-4.8081055,2.433138847351074,281.3099365234375,138.0
CL108130010,-5.0161133,2.1607890129089355,263.6598205566406,140.0
CL108130010,-4.1152344,1.9678637981414795,194.03623962402344,140.0
CL108130010,-2.4243164,2.9018216133117676,170.5376739501953,140.0
CL108130010,-1.1689453,2.2636361122131348,161.56504821777344,139.0
CL108130010,2.4038086,1.350224494934082,315.0,137.0
CL108130010,-4.386963,1.9091523885726929,270.0,138.0
CL108130010,-8.227539,1.5095269680023193,251.56504821777344,139.0
CL108130010,-9.885986,0.6752060055732727,135.0,139.0
CL108130010,-7.442871,0.3376147150993347,135.0,138.0
CL108130010,0.35742188,0.754894495010376,341.5650634765625,138.0
CL108130010,-6.4851074,1.2171181440353394,281.3099365234375,138.0
CL108130010,-10.775879,1.9678637981414795,284.0362548828125,139.0
CL108130010,-11.141602,1.432096242904663,0.0,140.0
CL108130010,-10.085449,1.6876049041748047,8.130102157592773,139.0
CL108130010,3.022461,0.754894495010376,341.5650634765625,138.0
CL108130010,-5.26709,0.754894495010376,341.5650634765625,138.0
CL108130010,-6.8740234,1.350224494934082,315.0,138.0
CL108130010,-4.3605957,2.569502830505371,291.8014221191406,139.0
CL108130010,-3.7563477,1.067520260810852,333.4349365234375,141.0
CL108130010,-2.7736816,1.0127503871917725,45.0,140.0
CL108130010,0.32348633,0.3376147150993347,45.0,138.0
CL108130010,-2.8930664,0.4774537682533264,270.0,139.0
CL108130010,-1.9960938,1.2171181440353394,281.3099365234375,139.0
CL108130010,-1.9274902,2.1607890129089355,276.3401794433594,140.0
CL108130010,-1.9709473,0.3376147150993347,225.0,141.0
CL108130010,-0.65283203,0.754894495010376,108.43495178222656,140.0
CL108130010,2.909912,1.067520260810852,116.56504821777344,138.0
CL108130010,-5.6743164,1.432096242904663,180.0,138.0
CL108130010,-8.0998535,2.385944128036499,216.86990356445312,138.0
CL108130010,-10.524414,2.698951005935669,225.0,140.0
CL108130010,-12.157227,1.6876049041748047,188.13009643554688,140.0
CL108130010,-4.879883,2.719923257827759,195.25511169433594,139.0
CL108130010,-14.27124,2.1342999935150146,206.56504821777344,137.0
CL108130010,-9.879395,1.067520260810852,243.43495178222656,137.0
CL108130010,-19.565186,1.2171181440353394,281.3099365234375,137.0
CL108130010,-23.317383,1.5095269680023193,251.56504821777344,137.0
CL108130010,-19.389404,1.39176344871521,239.03623962402344,136.0
CL108130010,-25.508057,1.0127503871917725,45.0,136.0
CL108130010,-30.524658,1.0127503871917725,315.0,136.0
CL108130010,-29.98169,1.432096242904663,0.0,137.0
CL108130010,-35.382812,1.6876049041748047,351.8699035644531,137.0
CL108130010,-20.365234,1.067520260810852,333.4349365234375,138.0
CL108130010,-33.223145,0.9548412561416626,0.0,138.0
CL108130010,-30.74878,1.432096242904663,0.0,138.0
CL108130010,-44.406494,0.754894495010376,18.434947967529297,138.0
CL108130010,-29.812744,2.1342999935150146,26.565052032470703,139.0
CL108130010,-40.627686,1.39176344871521,30.963756561279297,139.0
CL108130010,-44.144043,1.0127503871917725,45.0,138.0
CL108130010,-48.436523,1.5095269680023193,71.56504821777344,139.0
CL108100003,-12.032227,1.432096242904663,180.0,138.0
CL108100003,-14.236328,1.350224494934082,225.0,139.0
CL108100003,-16.541748,1.0127503871917725,225.0,139.0
CL108100003,-14.685303,0.754894495010376,198.43495178222656,137.0
CL108100003,-17.34375,0.754894495010376,251.56504821777344,138.0
CL108100003,-18.162354,1.2171181440353394,281.3099365234375,138.0
CL108100003,-19.571777,1.39176344871521,300.9637451171875,139.0
CL108100003,-15.8396,1.6876049041748047,351.8699035644531,138.0
