glacier_id,dH,slope,aspect,elevation
CL108130010@,13.705566,1.721006155014038,33.690067291259766,145.0
CL108130010@,11.633301,1.6876049041748047,351.8699035644531,145.0
CL108130010@,12.459473,1.2171181440353394,11.309932708740234,146.0
CL108130010@,12.402344,1.2171181440353394,11.309932708740234,146.0
CL108130010@,10.286621,0.9548412561416626,0.0,146.0
CL108130010@,11.544922,0.9548412561416626,0.0,147.0
CL108130010@,7.493164,1.0127503871917725,45.0,146.0
CL108130010@,9.469238,0.3376147150993347,45.0,146.0
CL108130010@,4.929199,0.4774537682533264,0.0,147.0
CL108130010@,2.15625,1.067520260810852,63.4349479675293,147.0
CL108130010@,5.319824,0.754894495010376,71.56504821777344,146.0
CL108130010@,6.810547,0.0,270.0,146.0
CL108130010@,4.6606445,0.3376147150993347,315.0,147.0
CL108130010@,2.543457,0.3376147150993347,135.0,147.0
CL108130010@,4.498047,1.067520260810852,116.56504821777344,147.0
CL108130010@,4.625,0.754894495010376,108.43495178222656,146.0
CL108130010@,4.17334,0.0,270.0,146.0
CL108130010@,1.3847656,0.0,270.0,147.0
CL108130010@,1.8032227,1.067520260810852,116.56504821777344,147.0
CL108130010@,8.099609,1.350224494934082,135.0,146.0
CL108130010@,6.5283203,0.4774537682533264,180.0,146.0
CL108130010@,-0.45654297,0.3376147150993347,135.0,147.0
CL108130010@,-9.933105,0.754894495010376,161.56504821777344,147.0
CL108130010@,-9.187988,1.39176344871521,120.96375274658203,147.0
CL108130010@,-3.909668,0.754894495010376,108.43495178222656,145.0
CL108130010@,-2.5581055,0.4774537682533264,270.0,146.0
CL108130010@,7.305176,1.0127503871917725,225.0,147.0
CL108130010@,-4.9819336,1.067520260810852,153.43495178222656,147.0
CL108130010@,-7.7592773,1.067520260810852,153.43495178222656,146.0
CL108130010@,-8.535645,0.6752060055732727,135.0,146.0
CL108130010@,-7.6308594,0.3376147150993347,45.0,146.0
CL108130010@,-8.164551,0.3376147150993347,315.0,146.0
CL108130010@,2.3901367,1.067520260810852,206.56504821777344,146.0
CL108130010@,-4.614746,0.754894495010376,161.56504821777344,146.0
